record_id,field,original_text,word_count,unique_words,categorical_diversity,compositional_complexity,semantic_density,von_neumann_entropy,category_coherence,compositional_entanglement,grammatical_superposition,semantic_interference,frame_competition,categorical_coherence_variance,multiple_reality_strength,frame_conflict_strength,semantic_ambiguity,analysis_version
169,新聞標題,"美參議員批國民黨刪國防預算 國民黨回應遭誤導 US Senators Criticize KMT on Defense Budget Cuts, KMT Responds",22,20,7,0,9.09090909090909,4.277613436790262,0.45454545454545453,0.3181818181818182,1.0,0.00409090909090909,0.9897465535927071,0.022094788328554566,0.7307902198094505,0.1884466183167482,1.0,fair_comparison_restricted_v1.0
169,影片對話,"你看看，美國參議員都忍不住點名國民黨了，說他們刪減國防預算是在「玩危險遊戲」，這已經不是我們台灣內部的問題，而是影響到美台關係的層級了。美國會這麼說，代表他們真的對台灣的國防投入有疑慮啊！

B： 問題是，國民黨哪有刪減對美軍購的特別預算？他們自己也澄清了，只是「凍結」而不是刪除，怎麼變成削減國防開支了？這根本是有心人故意帶風向，把訊息誤導給美國議員。

C： 欸，可是這種事就算是誤解，也說明國民...",377,197,28,0,5.225464190981432,6.996916503709185,0.21220159151193635,0.07427055702917772,1.0,0.01900568197934344,0.9179833290884425,0.0026432135307950335,0.6428573701321529,0.1098115316984958,1.0,fair_comparison_restricted_v1.0
169,影片描述,美國參議院軍事委員會於4日舉行聽證會，針對台灣國防預算問題展開討論。美國共和黨參議員蘇利文（Dan Sullivan）與無黨派參議員金恩（Angus King）在會上對台灣立法院的國防預算審查方式表達憂慮，並點名國民黨削減預算，可能影響台美安全合作。 蘇利文表示，台灣立法院近來刪減國防支出，這可能傳遞錯誤訊號，讓外界誤以為台灣對自身防衛沒有足夠承諾。金恩則認為，美國在對台軍售方面投入資源，而台灣若...,1309,578,27,0,4.415584415584416,8.512164145104084,0.5408708938120703,0.020626432391138275,1.0,0.006125413361318103,0.9277638249800018,0.011596595441303858,0.6253958066480182,0.05794803898380445,1.0,fair_comparison_restricted_v1.0
170,新聞標題,"「日本全齡牛進口放寬 食安爭議升溫」""Japan Beef Import Eased, Food Safety Concerns Rise""",21,20,6,0,9.523809523809524,4.297079327511811,0.38095238095238093,0.2857142857142857,1.0,0.0022619047619047627,0.9942505366054225,0.014172335600907027,0.7398917739877512,0.18044217687074832,1.0,fair_comparison_restricted_v1.0
170,影片對話,"黃世聰（財經名嘴）：
「這件事情說穿了，就是政治問題！政府這樣開放，難道只是為了CPTPP？還是有更深層的貿易談判交換？當年美國牛肉進口時，國內吵翻天，現在換日本，結果反對聲量反而變小了，這不是很奇怪嗎？如果當初反美牛、反萊豬的人，現在又默不作聲，這是不是雙標？」

王世堅（政治評論員）：
「我告訴你啦！這根本是國際政治壓力，我們的政府遇到日本、美國，就是一副乖孫樣，什麼都接受！以前罵馬英九開放美...",735,297,33,0,4.040816326530613,7.420226505695999,0.2272108843537415,0.044897959183673466,1.0,0.02380293000783621,0.9033282487048842,0.0032459284195303284,0.6174327087735481,0.09621187376395433,1.0,fair_comparison_restricted_v1.0
170,影片描述,台灣政府近日宣布進一步放寬日本牛肉進口規範，未來將允許所有年齡層的牛肉進口，而非僅限30月齡以下牛隻。這項政策立刻引發社會關注，支持者認為此舉能促進貿易與經濟發展，但反對聲音則擔憂食品安全風險可能增加。 English The Taiwanese government recently announced further easing of import regulations for Japan...,993,437,19,0,4.400805639476334,8.161073459718725,0.6445115810674723,0.019133937562940583,1.0,0.007790448392005035,0.9304090813875623,0.02190654901320567,0.6260455411650404,0.0497743816223907,1.0,fair_comparison_restricted_v1.0
171,新聞標題,"王大陸涉案風暴延燒 警界洩密疑雲浮現Wang Talu Scandal Grows, Police Leak Exposed",16,16,7,0,10.0,3.9999999999769167,0.4375,0.4375,1.0,0.0,0.9999999999942292,0.016422193877551023,0.7499999999988458,0.23617665816326533,1.0,fair_comparison_restricted_v1.0
171,影片對話,"名嘴A：這案子最扯的不是王大陸，而是警方的「誤傳」說法，你相信嗎？

名嘴B：根本不可能！詐騙集團嫌犯個資是機密資料，怎麼可能隨便傳錯？這不是普通人亂傳Line，而是警察辦案的關鍵情報，怎麼會「誤傳」給一個涉及教唆傷人的人？

名嘴C：我比較關心的是，這次只是被發現的個案，還是冰山一角？劉居榮一路升遷，代表他在警界有一定勢力，這樣的人會無緣無故幫黑道嗎？

名嘴A：重點來了，這種警官到底是為了業績...",290,168,25,0,5.793103448275863,6.844184506842284,0.23793103448275862,0.08620689655172414,1.0,0.01862489248572993,0.9258510038749886,0.004052318668252081,0.6556884928619475,0.11190535077288942,1.0,fair_comparison_restricted_v1.0
171,影片描述,王大陸涉案驚爆警界內幕 洩密疑雲浮現 藝人王大陸近期捲入爭議，與Uber司機的糾紛不僅演變成刑事案件，更牽扯出台北刑事警察大隊內部可能的洩密問題。根據調查，王大陸因財務糾紛報案，警方在調查過程中，發現偵查隊長劉居榮可能將詐騙嫌犯的個資外洩。 消息曝光後，引起社會譁然，輿論質疑警方與黑道之間是否存在更深層的關係。目前劉居榮已被調職，案件仍在進一步偵辦中。 #王大陸 #警方洩密 #台灣新聞 #社會案件...,1644,621,26,0,3.7773722627737225,8.398035054796853,0.6830900243309003,0.015815085158150853,1.0,0.011173964091295754,0.9051119039460196,0.018108268740448647,0.6093633170675024,0.04344951225230491,1.0,fair_comparison_restricted_v1.0
172,新聞標題,"艾普斯坦名單公布落空 美政壇信任危機Epstein List Falls Short, U.S. Trust Crisis Deepens",20,19,8,0,9.5,4.221928094859951,0.45,0.4,1.0,0.0024930747922437668,0.9938795051230622,0.0175,0.7393991697226734,0.22025000000000006,1.0,fair_comparison_restricted_v1.0
172,影片對話,"A名嘴：「本來以為川普這次要來真的，結果一到關鍵時刻還不是縮了？這樣看來，不論民主黨還是共和黨，該在名單上的都有，大家一起護航，根本沒人在乎正義。」

B名嘴：「當然啊，這名單要是公開，華府至少一半的人都得被送上審判席，美國的政壇不就垮了？你覺得川普會拿這種事來毀了自己的朋友圈嗎？」

C名嘴：「不只政客，這牽涉到財團、娛樂圈，甚至還有外國政要。公布下去，國際關係都會受到影響。這次司法部說是為了國...",340,191,29,0,5.617647058823529,6.993418499429082,0.23529411764705882,0.08529411764705883,1.0,0.01695048349100337,0.9229276391952523,0.0034929582100728654,0.6511760898882719,0.11163612275713952,1.0,fair_comparison_restricted_v1.0
172,影片描述,美國司法部公布艾普斯坦案件部分文件，引發廣泛爭議 美國司法部近日公布已故富豪艾普斯坦（Jeffrey Epstein）案件的部分文件，然而，外界原期待能夠揭露涉及案件的政商名流名單，最終僅獲得聯絡人名冊，引發輿論譁然。文件中包含近200個人名，包括好萊塢明星及已故音樂人，但未顯示具體犯罪指控，令人失望。 美國司法部長邦迪（Pam Bondi）表示，部分文件因「國家安全考量」將被編輯處理，此舉更進一...,483,306,26,0,6.3354037267080745,7.880986349649449,0.4575569358178054,0.053830227743271224,1.0,0.004875692817621508,0.9544163965392156,0.00935227355074049,0.6688102770464099,0.07858207958075011,1.0,fair_comparison_restricted_v1.0
173,新聞標題,台北職場血案！母嬰科技公司技術長遭負責人砍殺Taipei Workplace Murder! CEO Kills CTO in Meeting,21,21,5,0,10.0,4.392317422748464,0.38095238095238093,0.23809523809523808,1.0,0.0,0.9999999999931024,0.017596371882086164,0.7499999999986204,0.16242176870748298,1.0,fair_comparison_restricted_v1.0
173,影片對話,"A名嘴（資深媒體人）：
這案子太奇怪了，通常我們看到的是員工對主管不滿，這次居然是老闆砍技術長？還是當場動刀，這是不是早有預謀？怎麼剛好帶著水果刀？這不是臨時起意能解釋的吧？

B名嘴（法律專家）：
我跟你講，這案子一定不單純！我們刑法來看，這已經是預謀殺人的架構，他帶刀進會議室，然後不是爭吵中失手，而是從背後砍，這個意圖性非常強！法院不可能當作激情犯罪來看。

C名嘴（企業管理專家）：
職場糾紛...",440,232,28,0,5.2727272727272725,7.216945295828008,0.2545454545454545,0.06363636363636363,1.0,0.01762849962166252,0.9184223403318175,0.003907488615280823,0.6435461384263246,0.10117224658458425,1.0,fair_comparison_restricted_v1.0
173,影片描述,台北市信義區7日下午發生一起駭人聽聞的職場暴力案件。某知名母嬰科技公司的負責人在會議期間持刀襲擊技術長，造成對方重傷不治，震驚業界。警方目前已封鎖現場，進行調查。 據了解，51歲的梁姓技術長與52歲的曾姓負責人，當天下午於19樓會議室內開會時爆發激烈衝突。期間，曾男突然持刀攻擊梁男後頸，導致其大量失血，雖緊急送醫仍回天乏術。曾男則疑似自殘，僅輕微受傷，已送醫治療。 警方初步調查顯示，梁男原計劃離職...,1768,680,30,0,3.8461538461538463,8.474267697346008,0.6244343891402715,0.016968325791855202,1.0,0.010491416023422942,0.9006180904653178,0.013517735554600074,0.6096695490219961,0.04839921206909496,1.0,fair_comparison_restricted_v1.0
174,新聞標題,傳美要求台軍費增至GDP5% 國防部：無外部壓力US Urges Taiwan to Raise Defense Budget to 5% GDP,25,23,8,0,9.200000000000001,4.483856189741543,0.4,0.32,1.0,0.003175803402646503,0.9912224555115677,0.012575000000000001,0.7330384419529753,0.1917725,1.0,fair_comparison_restricted_v1.0
174,影片對話,"郭正亮：「現在美方的態度已經很清楚了，他們認為台灣的軍事準備根本不夠，甚至希望我們把軍費提升到GDP的10%。這個要求，老實說，就是極限施壓，試圖拉高我們的防衛負擔。賴清德已經宣布提升到3%，但美方根本不滿意。你想想看，從2.5%提高到3%，等於多1000億新台幣，如果是5%就要再加4000億，這筆錢從哪裡來？」

黃暐瀚：「但也要看現實問題嘛！台灣現在的總預算已經逼近3兆，光國防預算要吃掉10%...",489,242,28,0,4.948875255623722,7.315557573275521,0.19222903885480572,0.05725971370143149,1.0,0.016840716373564504,0.9238141074138929,0.002574752095877683,0.6379505056886441,0.10568040108888602,1.0,fair_comparison_restricted_v1.0
174,影片描述,近期，美國國防部政策次長提名人柯伯吉（Elbridge Colby）在國會聽證會上表示，台灣應將國防支出提升至GDP 10%，以加強自我防衛能力。他認為，兩岸軍事實力差距持續擴大，台灣應投入更多資源阻止入侵與突破封鎖。 同時，前立委郭正亮在網路節目中指出，美國軍方已經正式向台灣表達意見，要求2026年將國防預算提高至GDP 5%，並將義務役役期從1年延長至2年。然而，台灣國防部尚未正式回應此說法，...,1942,651,28,0,3.35221421215242,8.359620363750373,0.6740473738414006,0.014418125643666324,1.0,0.01255362037656118,0.8944105366353532,0.01599529685670592,0.5990647966642594,0.043676034989040616,1.0,fair_comparison_restricted_v1.0
175,新聞標題,"台藝人轉發「中國台灣省」 陸委會將查處 Taiwan Celebrities Share ""China's Taiwan Province,"" MAC to Investigate",24,22,8,0,9.166666666666666,4.418295834022749,0.375,0.3333333333333333,1.0,0.0034435261707988977,0.9907755543458435,0.015190972222222224,0.7323493257452017,0.200390625,1.0,fair_comparison_restricted_v1.0
175,影片對話,"黃創夏直言：「台灣藝人這幾年去中國發展，早就知道要表態，這次只是剛好被放大檢視。」他認為，中共利用藝人塑造「台灣人認同中國」的形象，早已是統戰戰略的一部分，而台灣政府對此卻毫無實質反制手段。「現在陸委會說要依法查處，但請問要怎麼查？你怎麼證明轉發微博等於『與中共黨政軍合作』？最後可能就是一場空。」

賴岳謙：聯合國框架已定 台灣藝人只是「順勢而為」
賴岳謙則從國際視角分析：「王毅說的話不是憑空而來...",403,212,29,0,5.260545905707196,7.120818745675805,0.20099255583126552,0.07196029776674938,1.0,0.016397301036106034,0.9214404816332045,0.0029747565066511323,0.6435983396998114,0.11056984630683406,1.0,fair_comparison_restricted_v1.0
175,影片描述,"中國官媒央視新聞近日發布「台灣必歸」的圖卡，許多台灣藝人如侯佩岑、陳喬恩、張韶涵等轉發，引發輿論爭議。台灣陸委會表示，將依《兩岸人民關係條例》進行查處，強調「絕不姑息任何矮化台灣主權的行為」。 English Taiwanese celebrities, including Patty Hou, Joe Chen, and Angela Zhang, shared a post from Chin...",1053,435,22,0,4.131054131054131,8.163389924385676,0.6780626780626781,0.020892687559354226,1.0,0.007405254375792097,0.9313758724102538,0.021050456796809208,0.6207475706970814,0.04686594425651665,1.0,fair_comparison_restricted_v1.0
176,新聞標題,"酒駕無照闖紅燈 醫學生遭撞命喪台中 Drunk, Unlicensed Driver Kills Med Student in Taichung",20,20,5,0,10.0,4.321928094858508,0.4,0.25,1.0,0.0,0.9999999999933238,0.019000000000000003,0.7499999999986648,0.16570000000000001,1.0,fair_comparison_restricted_v1.0
176,影片對話,"A名嘴（法律背景）：
這案子真的不能再輕判了！台灣的酒駕問題已經嚴重到讓人無法忍受，每年都有幾千人死於交通事故，其中酒駕就占了很大比例。我們的法律明明可以修得更嚴格，但立法院一直不敢動，因為太多權貴也有這個問題，政治人物自己都要應酬喝酒，所以根本不敢推重刑！這案子要是再判個三年、五年，等於在告訴所有人「酒駕沒關係，頂多關幾年」，這合理嗎？

B名嘴（政治評論員）：
不只是法律問題，這還涉及執法不力...",754,329,27,0,4.363395225464191,7.551589552422353,0.2002652519893899,0.03580901856763926,1.0,0.022897083203442987,0.9030902092575411,0.0034733607843899146,0.6236102171616528,0.0953390904634337,1.0,fair_comparison_restricted_v1.0
176,影片描述,酒駕無照闖紅燈 醫學生遭撞命喪台中 台中市西屯區8日凌晨發生一起嚴重車禍，22歲陳姓醫學生在騎機車外送時，遭23歲吳姓無照駕駛的酒駕車輛高速撞擊，當場噴飛倒地，送醫後不治。吳男事發後肇事逃逸，1小時後才投案，酒測值達0.37mg/L。警方以肇事逃逸、酒駕致死及公共危險罪嫌將吳男送辦，台中地檢署已向法院聲請羈押。死者父母悲痛欲絕，呼籲司法嚴懲。 #酒駕零容忍 #交通安全 #司法正義 🇬🇧 Engli...,1665,646,26,0,3.87987987987988,8.519344459132382,0.6408408408408408,0.015615615615615615,1.0,0.008517771670394622,0.9125857768602866,0.016342259952793564,0.6122441958872535,0.047064840148000234,1.0,fair_comparison_restricted_v1.0
177,新聞標題,"南珉貞親訪墾丁夜市 平反負評再掀熱議Nam Min-jung Visits Kenting Night Market, Clears Rumors",22,22,6,0,10.0,4.459431618605558,0.4090909090909091,0.2727272727272727,1.0,0.0,0.9999999999928827,0.014921946740128561,0.7499999999985765,0.17265840220385675,1.0,fair_comparison_restricted_v1.0
177,影片對話,"名嘴A：南珉貞這次的影片，真的很有話題性。她用實測方式來檢驗墾丁夜市的風評，這讓許多對這裡已經失去信心的觀光客重新思考。

名嘴B：的確，過去幾年墾丁夜市因為價格爭議、服務態度問題被罵得很慘。但南珉貞的體驗顯示，這些問題可能已經改善，甚至可能是被過度誇大了。

名嘴A：但還是有不少人質疑，她拍攝的過程是否有特別安排？畢竟她是名人，店家對她的態度可能不會像對一般遊客那樣。

名嘴B：這種質疑難免，但...",260,151,18,0,5.807692307692308,6.675041693166704,0.21923076923076923,0.06923076923076923,1.0,0.018551143168484514,0.9221702755722246,0.004826137774855723,0.6552256870604122,0.1095247644093798,1.0,fair_comparison_restricted_v1.0
177,影片描述,南珉貞親訪墾丁夜市 挑戰負評真相 Fubon Angels韓籍啦啦隊成員南珉貞近日親訪台灣著名的墾丁大街，並拍攝YouTube影片，揭開網路負評的真相。她發現，許多傳言與實際情況不符，例如烤玉米的價格僅68元，並非傳言的180元。此外，她成功殺價購買商品，展現台灣市場文化。 驚喜探訪少棒隊 與小球員熱情互動 除了墾丁夜市，南珉貞還驚喜探訪台灣最南端的少棒隊——大平國小棒球隊。她與小球員們互動，並帶...,1117,540,26,0,4.834377797672337,8.495100116255164,0.5183527305282005,0.023276633840644583,1.0,0.005687298675046942,0.9359119424013996,0.011730640270453908,0.6352917691024884,0.061531725653204215,1.0,fair_comparison_restricted_v1.0
178,新聞標題,"墨西哥強硬回絕美國 籌碼戰略引發關注 Mexico Firmly Rejects U.S., Strategic Leverage Draws Attention",20,19,7,0,9.5,4.221928094859951,0.45,0.35,1.0,0.0024930747922437668,0.9938795051230622,0.01673469387755102,0.7393991697226734,0.20002040816326527,1.0,fair_comparison_restricted_v1.0
178,影片對話,"賴岳謙：
「這次墨西哥給全世界上了一課，國際談判就是手上要有籌碼，否則就只能被動接受條件。墨西哥明顯有兩個重要談判工具，一是美墨邊境的非法移民議題，二是其對美國製造業供應鏈的重要性。川普這麼強硬的人，最後還是選擇讓步，這說明了墨西哥的籌碼是有效的。」

黃世聰：
「台灣的狀況其實跟墨西哥完全不同。台積電確實是我們的籌碼，但我們的政府卻選擇主動送出去，這點跟墨西哥的做法形成強烈對比。薛恩鮑姆強調墨國...",383,214,24,0,5.587467362924282,7.050205551540439,0.19321148825065274,0.06266318537859007,1.0,0.019979226753587886,0.9107066611438123,0.0028555192542650703,0.648885486175645,0.10660078110265028,1.0,fair_comparison_restricted_v1.0
178,影片描述,墨西哥近日強硬回絕美國的提議，展現出前所未有的談判強度，引發國際關注。據知情人士透露，美國希望與墨西哥就貿易與移民政策進行協商，但墨西哥政府利用其地理與經濟優勢作為籌碼，選擇拒絕美方要求，堅持自身利益。 專家指出，墨西哥此舉顯示其外交策略已進入新階段，試圖藉由拒絕讓步來爭取更有利的條件。美墨關係的未來充滿變數，外界關注雙方是否會在未來談判中尋求更平衡的協議。 🇺🇸 English Mexico h...,1714,595,27,0,3.4714119019836636,8.139207449073282,0.7316219369894983,0.01575262543757293,1.0,0.01587571235509098,0.883089061399702,0.01933176033175313,0.6000149784083864,0.038938384575605285,1.0,fair_comparison_restricted_v1.0
179,新聞標題,護理崩盤？政府推『中階護佐』，恐加重護理師負擔！Nursing Crisis? Government’s 'Mid-Level Care Assistant' Plan Faces Backlash!,31,30,5,0,9.67741935483871,4.889680181311335,0.3870967741935484,0.16129032258064516,1.0,0.0010394265232974906,0.9964926028078587,0.01764828303850156,0.7431067642891703,0.1311009365244537,1.0,fair_comparison_restricted_v1.0
179,影片對話,"A 名嘴（資深醫療記者）：
「政府的這個『中階護佐』政策根本沒有解決問題。現在護理師最痛苦的是什麼？人力不足、工作量太大，政府應該要先改善護病比，讓醫院補足護理人力，而不是繞過核心問題，想辦法找更便宜的勞工來撐場面！」

B 名嘴（財經專家）：
「這其實就是個成本考量，醫院不想花錢，政府也不想承擔責任，所以就端出這種方案，說是『補充人力』，但問題是，這些『中階護佐』的工作內容到底是什麼？會不會變成...",607,252,25,0,4.151565074135091,7.2197327389207,0.24382207578253706,0.04118616144975288,1.0,0.022887089731249144,0.9050369058320756,0.004942560842884632,0.6197604550819291,0.09456349312930691,1.0,fair_comparison_restricted_v1.0
179,影片描述,台灣護理人力短缺問題日益嚴重，護理師長期超時工作、薪資低落，導致人力不斷流失，醫療體系陷入危機。近日，衛福部推出「中階護佐」政策，計畫開放資深移工及僑外生擔任護佐，並設定薪資門檻3萬4千元，希望能紓解人力荒。然而，此舉不僅未獲基層護理人員支持，反而引發護師工會強烈反彈，痛批政府「治標不治本」，未解決護理現場的根本問題，甚至可能讓護理師負擔更重。 護師工會怒批：「這樣搞下去，護理師跑更快！」 護師工...,1217,600,32,0,4.930156121610517,8.667568453713812,0.5012325390304027,0.02629416598192276,1.0,0.004785700264767644,0.9391850402955623,0.008501450806425207,0.6376365555575148,0.06376654041859149,1.0,fair_comparison_restricted_v1.0
180,新聞標題,栗正傑未查證失言 賴清德依法回擊 Li Apologizes to Lai Over False Army Claim,15,15,5,0,10.0,3.906890595586879,0.5333333333333333,0.3333333333333333,1.0,0.0,0.999999999994461,0.030222222222222223,0.7499999999988922,0.18906666666666666,1.0,fair_comparison_restricted_v1.0
180,影片對話,"名嘴A：
我必須講，栗正傑這次真的踢到鐵板了，指控人家總統的兒子沒當兵，結果竟然沒有先查證，最後只好在節目上公開道歉。這個臉丟大了。

名嘴B：
沒錯，不過話說回來，他的道歉也引發另一個問題：替代役到底算不算當兵？現在網路上鬧得很兇，有些人覺得替代役根本不是兵，當過替代役的都知道那跟傳統當兵差很多。

名嘴A：
你講這個我同意啦，但法律上替代役也是「服役」的一種形式嘛。我覺得爭論點不是替代役的問題...",462,218,27,0,4.7186147186147185,7.0936965014073605,0.19913419913419914,0.05844155844155844,1.0,0.020819920197077006,0.9131730408071986,0.0029104115203201298,0.6322118825830034,0.1043363269192995,1.0,fair_comparison_restricted_v1.0
180,影片描述,台灣將軍栗正傑日前在政論節目失言，稱總統賴清德之子躲在美國未當兵，事後收到律師函，要求他立即澄清道歉。栗正傑承認未經查證便發言，已在節目公開道歉，強調未來會謹言慎行。 #栗正傑 #賴清德 #名嘴失言 #公開道歉 #言論責任 【英文（English）】 Taiwanese General Li Zhengjie received a lawyer's letter after falsely sta...,1234,504,26,0,4.084278768233387,8.112249182140912,0.63290113452188,0.02106969205834684,1.0,0.017247206674253834,0.9036422225072204,0.01624444457535349,0.6167258215346754,0.05001109674375678,1.0,fair_comparison_restricted_v1.0
181,新聞標題,"黑熊學院涉收AIT資金？國安標準惹議""Black Bear Academy’s AIT Funding Sparks Debate""",20,18,6,0,9.0,4.121928094861394,0.4,0.3,1.0,0.004938271604938272,0.9884897434451897,0.015555555555555559,0.7289325165902726,0.18466666666666665,1.0,fair_comparison_restricted_v1.0
181,影片對話,"—— 黑熊學院接受美國AIT資金，現在等於是坐實了侯漢廷的說法。平常政府嚴防中國勢力滲透，結果美國的資金卻大開綠燈？

—— 資金來源當然是個敏感問題，但更關鍵的是這筆錢的去向、用途以及有無違反相關法律規範。沈伯洋身為立委，卻將部分資金直接匯入個人帳戶，這當然會引發更大的疑慮。

—— 沒錯，黑熊學院自稱非營利，卻開課收費、賣週邊商品，這樣的經營模式還能算非營利嗎？政府部門難道不該調查？

—— ...",248,153,29,0,6.169354838709678,6.754365692502551,0.22580645161290322,0.11693548387096774,1.0,0.01570770271704156,0.9306882640016841,0.0033556395624355817,0.6634516752537908,0.12520024025582746,1.0,fair_comparison_restricted_v1.0
181,影片描述,新黨議員侯漢廷日前指控民進黨立委沈伯洋所創立的「黑熊學院」涉嫌收取美國在台協會（AIT）資金，稱其為「境外勢力在地協力者」，並呼籲國安單位立即介入調查，沈伯洋應辭去立委職務。AIT發言人隨後證實，該協會的公共外交部門確實透過公開年度計畫資助包括黑熊學院在內的民間非營利組織，目的在促進台美共同價值及合作。 沈伯洋回應強調，作為大學教授，以正常管道申請研究經費符合程序，並未違法。他質疑，為何收取美國資...,1055,502,30,0,4.758293838862559,8.3682271185731,0.5649289099526066,0.02843601895734597,1.0,0.006136248796472123,0.9327522146273266,0.011215206806276183,0.6332503819018346,0.05843565208927622,1.0,fair_comparison_restricted_v1.0
182,新聞標題,"台灣開放「新核能」討論 政策轉向引熱議Taiwan Considers ""New Nuclear"" Policy Shift Sparks Debate",21,20,6,0,9.523809523809524,4.297079327511811,0.38095238095238093,0.2857142857142857,1.0,0.0022619047619047627,0.9942505366054225,0.012660619803476944,0.7398917739877512,0.17998866213151926,1.0,fair_comparison_restricted_v1.0
182,影片對話,"名嘴A：「我們先來看這次的關鍵點，AIT處長拋出這個話題，說美國可以提供台灣核能，馬上行政院長就講『新核能』，這擺明就是在為政策轉向鋪路嘛！過去說非核家園，現在要講新核能，這不就是換個詞嗎？」

名嘴B：「但我們還是要回到能源現實問題，台灣的確有供電壓力，尤其半導體產業用電量大增，綠能短期內無法完全取代火力發電。你不能一邊說要減碳，一邊又不考慮核能，這邏輯說不通啊。」

名嘴C：「那要不要先講清楚...",421,207,27,0,4.9168646080760094,7.038521574801651,0.2209026128266033,0.06413301662707839,1.0,0.02036516787754202,0.914867551434628,0.004089539210478329,0.6364020944178312,0.10478980713131454,1.0,fair_comparison_restricted_v1.0
182,影片描述,美國在台協會（AIT）處長谷立言近日表示，美國可提供台灣包括核能在內的能源。對此，行政院長卓榮泰回應，政府不排除在「核能安全、社會有共識、核廢料可處理」的前提下，與國際合作開發「新核能技術」。此舉引發社會關注，許多網友質疑「新核能」是否只是政策轉彎的包裝，亦或是台灣能源戰略的重大調整。 🔍 未來發展關鍵： 「新核能技術」定義是否清楚？ 核廢料存放與處理計畫如何解決？ 是否會透過公投或社會溝通？ 📢...,1648,556,26,0,3.3737864077669903,8.14158004962688,0.7117718446601942,0.015776699029126214,1.0,0.014516484528379253,0.8928207765241404,0.01906216343330242,0.5996690045922626,0.040973503398922764,1.0,fair_comparison_restricted_v1.0
183,新聞標題,陸配網紅亞亞因武統言論 遭廢居留許可 Chinese Influencer Yaya Loses Taiwan Residency for Pro-Unification Remarks,20,20,7,0,10.0,4.321928094858508,0.5,0.35,1.0,0.0,0.9999999999933238,0.022448979591836733,0.7499999999986648,0.196734693877551,1.0,fair_comparison_restricted_v1.0
183,影片對話,"A：這件事根本沒什麼好爭議的，台灣對陸配本來就有「生活從寬、身分從嚴」的原則，政府核發居留權，是基於對社會的正面影響考量。現在她一邊享受台灣的自由環境，一邊鼓吹武統，這哪說得過去？

B：對啊，你看移民署這次的決定，明顯是基於法規來執行的，並不是政治操作。這種事情放在任何國家都一樣，外籍人士如果公開發表威脅當地安全的言論，當然要處理。

C：但問題是，她的言論真有危害到國家安全嗎？台灣是民主社會，...",361,195,28,0,5.401662049861495,6.991824115938432,0.18282548476454294,0.07756232686980609,1.0,0.02063622671336287,0.9190903809318358,0.0026140613702836427,0.6470103738619377,0.11352660068255324,1.0,fair_comparison_restricted_v1.0
183,影片描述,近日，知名陸配網紅「亞亞在台灣」因在社群媒體上發表涉及武力統一台灣的言論，遭內政部移民署依《大陸地區人民在台灣地區依親居留長期居留或定居許可辦法》第14條第1項第4款，以「有危害國家安全或社會安定之虞」為由，廢止其在台依親居留許可，並限5年內不得再申請。 English: Chinese Influencer Yaya Loses Taiwan Residency for Pro-Unificat...,1176,463,23,0,3.937074829931973,8.209022734370969,0.6428571428571429,0.0195578231292517,1.0,0.008475872377602571,0.927063213033159,0.01842380391195611,0.6162731072996719,0.04923462416678411,1.0,fair_comparison_restricted_v1.0
184,新聞標題,"「YouTuber Andy控家寧一家奪頻道 10年心血成泡影」""YouTuber Andy Accuses Jianing's Family of Channel Theft""",26,23,6,0,8.846153846153847,4.46967048733868,0.38461538461538464,0.23076923076923078,1.0,0.004362367311327614,0.9880864970477141,0.013149243918474688,0.7256309681604517,0.15779092702169628,1.0,fair_comparison_restricted_v1.0
184,影片對話,"A：這起事件真的堪稱台灣網紅界最狗血的劇情，Andy當初的選擇是不是太天真了？

B：當然！誰會讓未來岳母掌控公司50%股權？這根本就是天降的提款機，別說普通人，連一般企業家都不會這樣做。

C：我覺得重點是家寧一家吃相太難看了，頻道賺錢的時候什麼都不說，現在人走茶涼直接踢掉Andy，這種事情網友怎麼可能不生氣？

D：網友現在已經開始抵制家寧所有代言，她的商業價值肯定會受到影響。而且她現在不回應...",489,277,29,0,5.664621676891616,7.430848238779205,0.19631901840490798,0.05930470347648262,1.0,0.017878875273480643,0.9158348992000933,0.0029085618427868607,0.6509291321962212,0.10659853992297921,1.0,fair_comparison_restricted_v1.0
184,影片描述,台灣百萬YouTuber情侶檔「眾量級CROWD」Andy與家寧於去年10月分手，本以為只是情感上的終結，沒想到卻爆發頻道所有權爭議，震驚網路社群。Andy於11日晚間發表影片，直指家寧一家人奪走他經營10年的YouTube頻道，導致他失去對頻道的控制權，甚至連股權也被強迫轉讓，最終讓他一無所有。 【YouTube Channel Dispute: Andy Accuses Jianing’s F...,1323,475,27,0,3.5903250188964475,8.15018800227497,0.6613756613756614,0.02040816326530612,1.0,0.010123876106305864,0.9165976450062626,0.01670585400844113,0.6076569984057578,0.04718862695083166,1.0,fair_comparison_restricted_v1.0
185,新聞標題,"「法務部業務報告爆抄襲 遭立委痛批不省人事」""MOJ Report Accused of Copying, Slammed by Lawmaker""",23,22,9,0,9.565217391304348,4.436605434286142,0.34782608695652173,0.391304347826087,1.0,0.0018864534674811362,0.9948813691288019,0.010128591098975471,0.7407522350187177,0.22477770776447525,1.0,fair_comparison_restricted_v1.0
